,word_root,polarity
1287,버릇,0
1288,버릇없,-3
1289,버릇없이,-3
1286,버리,-3
1290,버성기,-1.5
1291,버젓,3
1292,버티,-3
1293,버프,1.5
1294,벅차,0
1295,번거,-3
1296,번거롭,-3
1298,번듯,1.5
1297,번듯이,1.5
1299,번지르르,0
1300,번창,3
1301,번하,1.5
3811,벌꿀,1.5
1302,벌레,-1.5
1303,벌받,-3
1304,벌벌,-1.5
1305,범인,-3
1306,범죄,-3
1307,범죄자,-1.5
1308,범죄적,-3
1309,법률,-3
1310,법석이,-1.5
1311,벗어나,-1.5
1312,벙글거리,0
1313,벙긋,3
1314,벙벙,-1.5
1315,베풀,1.5
1316,벼르,-1.5
1317,벼슬,-3
1318,변덕,-1.5
1320,변변,-3
1319,변변찮,-3
1321,변비,0
1322,변비증,0
1323,변태,-1.5
1324,변함없이,1.5
1325,별스럽,-1.5
1326,별안간,-1.5
1327,병독,-3
1328,병들,-3
1329,병세,-3
1330,병신,-3
1331,병이,-3
1332,병적,-3
1333,병증,-3
1334,병치레,-1.5
1335,보답,1.5
1336,보드랍,1.5
1337,보란,1.5
1338,보람,1.5
1339,보로,-1.5
1340,보배,1.5
1341,보살,1.5
1342,보살피,1.5
1343,보송보송,1.5
1344,보수적,-1.5
1346,보잘것,-3
1345,보잘것없,-3
3809,보존제,1.5
1347,보채,-1.5
1348,보충,1.5
1349,보탬,1.5
1350,보통,1.5
1351,보호,1.5
1352,복리,3
1353,복원,-1.5
1354,복잡,-1.5
1355,복종,-1.5
1356,복통,-3
1357,볶아치,-1.5
1358,본받,3
1359,본심,-1.5
1360,볼쌍사납,-3
1361,볼썽사납,-3
1363,볼품,-3
1362,볼품없이,-3
1364,봄날,1.5
1365,봄철,1.5
1366,봉변,-3
1367,부귀,3
1368,부글거리,-1.5
1370,부끄러움,-1.5
1371,부끄러워지,-1.5
1372,부끄러워하,-1.5
1373,부끄러이,-1.5
1369,부끄럽,-1.5
1374,부담,-1.5
1375,부당,-3
1376,부도덕,-3
3696,부드,3
1377,부드럽,1.5
1378,부득기소하,-1.5
1379,부득부득,-1.5
1380,부딪치,-1.5
1381,부러뜨리,-1.5
1383,부러워하,1.5
1384,부러지,-3
1382,부럽,1.5
1385,부르르,0
1386,부리,-1.5
1387,부분,-1.5
1388,부산,-1.5
1389,부상,-3
1390,부서지,-1.5
1391,부스럼,-1.5
1392,부스스,-1.5
1393,부실,-1.5
1394,부심,-1.5
1395,부위,-3
1396,부인,-3
1397,부자,1.5
1398,부자연,-1.5
1399,부작용,-3
1401,부적,-1.5
1400,부적격,-3
1402,부정,-1.5
1403,부정어,-3
1404,부정적,-3
1405,부정직,-3
1407,부정확,-1.5
1406,부정확하,-1.5
1408,부조리,-3
1409,부조화,-3
1410,부족,-1.5
1411,부지런,3
1412,부지런히,3
1413,부진,-3
1414,부질없,-3
1415,부질없이,-3
1416,부처,1.5
1417,부추기,-1.5
1418,부패,-3
1419,북받치,1.5
1420,분간,-3
1421,분개,-3
1422,분격,-3
1423,분나,-3
1424,분노,-3
1425,분란,-1.5
1426,분명,-1.5
1427,분명히,-1.5
1428,분발,1.5
1429,분별,-1.5
1430,분수,-1.5
3734,분실,-3
1431,분열병,-1.5
1432,분위기,3
3736,분출,-1.5
1433,분탄하,-3
1434,분탕,-3
1435,분탕질,-3
1436,분통,-3
1437,분풀이,-3
1438,분하,-3
1439,분한,-3
1440,불건전,-3
1441,불결,-3
1442,불경기,-3
1443,불균형,-3
1444,불길,-3
1445,불끈,-3
1446,불량,-3
1447,불량배,-3
3718,불량식품,-1.5
1448,불량자,-3
1449,불량패,-1.5
1451,불리,-3
1450,불리하,-1.5
1452,불만,-3
1453,불만감,-3
1454,불만족,-3
1455,불만족하,-3
1456,불면,-1.5
1457,불면증,-3
1458,불명예,-3
1459,불법,-3
1460,불법적,-3
1461,불성실,-1.5
1462,불순물,-1.5
1463,불신,-3
1464,불쌍,-3
1465,불쌍히,-3
1466,불안,-3
1467,불안감,-3
1468,불안전,-3
1469,불안정,-3
1470,불안해하,-1.5
1471,불운,-1.5
3644,불유쾌하,-1.5
1472,불충분,-3
1473,불충분하,-3
1474,불치병,-3
1476,불쾌,-3
1475,불쾌감,-3
1477,불편,-3
1478,불편리,-3
1479,불평,-3
1480,불평등,-3
1481,불평조,-3
1482,불평판,-3
1483,불합격,-3
1484,불합리,-3
1485,불행,-1.5
1486,불협화음,-3
1487,불화,-3
1488,불황,-3
1489,불효,-3
1490,붉으락푸르락,-1.5
1491,붙임성,1.5
1492,비관적,-3
1493,비굴,-3
1494,비극,-3
1495,비꼬,-3
1496,비난,-3
1497,비뚤,-1.5
1498,비뚤어지,-1.5
1499,비련,-3
1500,비리,-3
1501,비만,-3
1502,비방,-1.5
1503,비속,-3
1504,비싸,-1.5
3795,비싸게,-1.5
3796,비싸고,-1.5
3799,비싸네,-1.5
3800,비싸다,-1.5
3797,비싸서,-1.5
3798,비싸요,-1.5
3758,비싸지 않,1.5
3803,비싼,-1.5
3801,비쌉,-1.5
1507,비아냥,-3
1505,비아냥거리,-3
1506,비아냥대,-3
1508,비열,-3
1509,비웃,-1.5
1510,비웃음,-1.5
1511,비위,-3
1512,비장,1.5
1514,비정,-1.5
1513,비정상,-1.5
1515,비좁,-1.5
1516,비중,1.5
1517,비참,-3
1518,비추,-3
1519,비추하,-1.5
1520,비탄,-3
1521,비통,-3
1522,비틀거리,-1.5
1523,비틀어지,-1.5
1524,비판,-1.5
1525,비평,-1.5
1526,비합리,-3
1527,비현,-3
1528,비효율,-3
1529,빈대,-3
1530,빈둥거리,-1.5
1531,빈둥빈둥,-1.5
1532,빈정거리,-3
1533,빈틈없,1.5
1534,빈혈,-1.5
1536,빌빌,-3
1535,빌빌대,-3
3645,빌어먹,-3
1538,빙긋,1.5
1537,빙긋거리,1.5
1539,빚지,-3
1540,빛깔,1.5
1541,빛나,1.5
1542,빠듯,-1.5
1543,빠뜨리,-1.5
1544,빠르,3
3731,빠른,1.5
1545,빠지직,-1.5
1546,빠트리,-1.5
1547,빡세,-3
1548,빤빤,-3
1549,빵꾸,-1.5
3746,빵빵,1.5
1550,빼돌리,-3
1551,빼앗,-3
1552,빼앗기,-3
1553,빼어나,3
1554,뻐근,-1.5
1555,뻑뻑,1.5
1556,뻑적지근,-1.5
1557,뻔뻔,-3
1558,뼈마디,-3
3664,뼈저리,-1.5
1559,뽀록,1.5
3727,뽀얀,1.5
1560,뽀얗,1.5
3738,뽁뽁이,1.5
1561,뽐내,1.5
1562,뽑히,-1.5
3646,뾰루퉁하,-1.5
1563,뿌듯,3
1564,삐딱,-3
1565,삐뚤거리,-3
1566,삐뚤대,-3
1567,삐뚤어지,-3
1568,삐죽대,-3
1569,삐죽삐죽,-3
1570,삐죽이,-3
3648,삐지,-3
3647,삐치,-3
1571,사건,0
1572,사고,0
1573,사교적,1.5
1574,사귀,1.5
1575,사납,-1.5
1576,사늘하,-1.5
1577,사라지,-1.5
1578,사람,1
1579,사람됨,3
1580,사랑,3
1581,사랑꾼,3
1582,사랑받,3
1583,사로잡,1.5
1584,사리,1.5
1585,사망,-3
1586,사멸,-3
1587,사모,3
1588,사무치,-3
1589,사물,1.5
1591,사뿐,1.5
1590,사뿐사뿐,1.5
1592,사사,-3
1593,사세,-3
1594,사실,3
1595,사심,1.5
1596,사악,-3
1597,사양,-1.5
1598,사이,-1.5
1600,사정,0
1599,사정없이,-1.5
1601,사치,-1.5
1602,사태,-1.5
1603,사형,-3
1604,사회,-3
1605,삭막,-3
1606,산뜻,3
1607,산후,-1.5
1608,살가죽,-1.5
1609,살갗,-1.5
1610,살그머니,1.5
1611,살리,1.5
1612,살림,3
1613,살모넬라,-1.5
3623,살벌,-3
1614,살빛,1.5
1615,살아가,3
1616,살아나,1.5
1617,살이,-1.5
1618,살인,-1.5
1619,살인자,-3
1620,살인죄,-3
1621,살짝,-1.5
1622,살펴보,-1.5
1623,살피,-1.5
1624,살해,-1.5
1625,삼연,0
1626,상긋,1.5
1627,상긋방긋,1.5
1628,상긋상긋,1.5
1629,상냥,3
1630,상당,1.5
1631,상당히,-1.5
1632,상대,-3
1633,상대편,-3
1634,상서,1.5
1635,상스럽,-3
1636,상습범,-3
1637,상승,1.5
1638,상승세,1.5
1639,상실,-1.5
1640,상심,-3
1641,상처,-3
1642,상쾌,3
1643,상큼,1.5
1644,상태,-3
1645,상하,-3
1646,상한,-3
1647,상향,1.5
1648,상혼,-3
1649,새로워지,1.5
1650,새롭,1.5
1651,새실대,1.5
3708,새콤,1.5
1652,새파랗,-1.5
1653,색감,1.5
1654,색다르,1.5
1655,샐그러뜨리,-1.5
1656,샐쭉,-1.5
1657,샐쭉거리,-1.5
1658,샘나,-1.5
1659,생각,-1.5
1660,생겨나,1.5
1661,생글생글,1.5
1662,생긋,1.5
1663,생긋방긋,1.5
1664,생기,-3
1665,생김새,1.5
1666,생동감,1.5
1667,생생,1.5
1668,생생히,1.5
1669,생활,1.5
1670,서글서글,3
1671,서글프,-3
1672,서늘,1.5
1673,서두르,-1.5
1675,서러움,-3
1676,서러워하,-3
1677,서러이,-3
1674,서럽,-3
1678,서로,-3
1679,서먹서먹,-1.5
1681,서운,-3
1680,서운감,-3
1682,서정적,1.5
1683,서투르,-1.5
1684,선득선득,-1.5
1685,선뜻,-3
1686,선량,1.5
1687,선명,1.5
,선물,1.5
1688,선선,1.5
1689,선업,1.5
1690,선전,1.5
1691,선진,1.5
1692,선천적,-1.5
1693,선하,3
1694,선행,3
1695,선호,3
1697,설렁,-1.5
1696,설렁거리,-1.5
1698,설렁설렁,-1.5
1699,설레,1.5
1700,설레발,-1.5
1701,설레이,1.5
1702,설사,-1.5
1703,설움,-3
1704,설치,-1.5
1705,섬뜩,-3
1706,섬뜩하,-3
1707,섬세,1.5
1708,섬약,-1.5
1710,섭섭,-1.5
1709,섭섭이,-3
1711,섭하,-1.5
1713,성가,-3
1712,성가시,-3
1714,성격,3
1715,성공,3
1716,성공적,3
1717,성과,1.5
1718,성교,1.5
1719,성글,3
1720,성글벙글,3
1721,성글성글,3
1722,성급,-1.5
1723,성기,-1.5
1724,성나,-3
1725,성내,-3
1726,성대,3
1727,성립,-3
1728,성미,-1.5
3790,성비,1.5
1729,성숙,1.5
1730,성실,-1.5
1731,성의,-3
1732,성장,1.5
1733,성적,1.5
1735,성질,-3
1734,성질나,-3
1736,성취,3
1737,성품,3
1738,성하,0
1739,세계,1.5
1740,세계적,1.5
1741,세력,-1.5
1742,세련,3
1743,세련되,3
1744,세련미,1.5
1745,세상,0
1746,세속,0
1747,세우,1.5
1748,세월,0
1749,세일,1.5
1750,세지,-1.5
1751,세차,-1.5
3620,섹시하,3
1752,소갈,-1.5
1753,소견,-1.5
1754,소고집,-1.5
1755,소극적,-1.5
1756,소담,3
1757,소동,0
1758,소득,1.5
1759,소란,-3
1760,소름,-3
1761,소리,3
1762,소망,1.5
1763,소문나,3
1764,소복,1.5
1765,소스라치,-3
1766,소외,-3
1767,소외감,-3
1769,소용,-1.5
1768,소용없,-3
1770,소원,1.5
1771,소음,-1.5
1772,소중,3
1773,소중히,3
1774,소질,1.5
1775,소탈,1.5
1776,소홀,-3
1777,소홀히,-3
1778,소화,0
1779,속되,-3
1780,속박,-3
1781,속병,-1.5
1782,속상하,-3
1783,속셈,-3
1784,속이,-1.5
1785,속임수,-3
1786,속절없,-1.5
1787,속절없이,-1.5
1788,속죄,1.5
1789,손가락,0
1790,손발,0
1791,손보,1.5
1792,손상,-3
1793,손실,-3
1794,손해,-3
1795,손해나,-3
1796,솔직,3
1797,솜씨,3
1798,솟아나,1.5
1799,송구,-3
1800,쇠약,-1.5
1801,쇠잔,-3
1802,쇠퇴,-3
1803,쇠하,-3
1804,수고,0
1805,수군,-1.5
1806,수긍,1.5
1807,수더분,0
1808,수두,-1.5
1809,수령,1.5
1810,수막염,-1.5
1811,수면,1.5
1812,수분,-1.5
1813,수상쩍,-1.5
1814,수선,-1.5
1815,수수,1.5
1816,수습,1.5
1817,수요,1.5
1818,수월,3
1819,수익,1.5
1820,수준,0
1821,수줍,0
1822,수줍음,0
1823,수척,-3
1824,수치,-3
1825,수행,1.5
1826,수혜,1.5
1827,수혜자,1.5
1828,숙련,1.5
3816,숙성,1.5
1829,순간적,0
1830,순결,3
1831,순박,1.5
1832,순서,1.5
1833,순수,1.5
1834,순수화,1.5
1835,순수화하,1.5
1836,순순히,1.5
1838,순정,1.5
1837,순정파,1.5
1839,순조,3
1840,순종,1.5
1841,순진,1.5
1842,순탄,1.5
1843,순하,1.5
3717,순한,1.5
1844,순환,-3
1845,술렁거리,-1.5
1846,숨결,-1.5
1848,숨기,1.5
1847,숨김없이,1.5
1849,숨소리,-3
1850,숨쉬기,-1.5
1851,숫기,-1.5
1852,숭상,3
1853,스러지,-1.5
1854,스산,-3
1857,스스럼,1.5
1856,스스럼없이,1.5
1855,스스럽,-1.5
1858,스스로,1.5
3741,스크래치,-1.5
1859,스트레스,-3
3742,스티로폼,0
1860,스포,-1.5
1861,슬그머니,-1.5
1862,슬기,3
1863,슬쩍,-1.5
1865,슬퍼지,-3
1866,슬퍼하,-3
1864,슬프,-3
1867,슬픔,-3
1868,슬피,-3
1869,슴벅거리,-1.5
1870,습성,-1.5
1871,습진,-1.5
1872,승낙,3
1874,시각적,1.5
1875,시간,0
1876,시그럽,-1.5
1877,시기,-1.5
1878,시끄럽,-3
1879,시끌시끌,-3
1880,시달리,-3
1881,시달림,-3
1882,시답,-1.5
1883,시대,-3
1884,시들,-3
1885,시들시들,-3
1886,시련,-1.5
1888,시름,-3
1887,시름시름,-3
1889,시망,-3
1890,시무룩,-3
1891,시묵룩,-3
1892,시발,-1.5
1893,시비,-3
1894,시새우,-3
1895,시샘,-3
1896,시선,1.5
1897,시시,-1.5
1898,시원,3
1899,시원스레,3
1900,시원시원,3
1901,시원찮,-3
1902,시일,-1.5
1903,시장,1.5
1904,시체,-3
1905,시치미,-1.5
1906,시큰거리,-1.5
1907,시큰둥,-1.5
3704,시큼,-1.5
3721,시트러스,0
1908,식견,1.5
1909,식량,-1.5
1910,식상,-1.5
1911,식욕,1.5
1912,식중독,-1.5
1913,신경,-3
1914,신경증,-1.5
1915,신경질,-1.5
1916,신기,1.5
1917,신나,3
1918,신령,1.5
1919,신뢰,1.5
3701,신맛,-1.5
1920,신명,3
1921,신묘,1.5
1922,신물,-1.5
1923,신바람,3
1924,신분,-1.5
3691,신비,1.5
1925,신선,1.5
1926,신성,1.5
1927,신이,3
1928,신중,1.5
1929,신중히,1.5
1930,신체,-3
1931,신통,1.5
3681,신통찮,-1.5
1932,실랑이,-1.5
1933,실력,1.5
1934,실망,-3
1935,실망감,-3
1936,실속,1.5
1937,실수,-1.5
1938,실심,-3
1939,실심하,-3
1940,실없,-3
1941,실없이,-3
1942,실용적,1.5
1944,실제,-1.5
1943,실제로,1.5
1945,실천적,1.5
1946,실패,-3
1947,실하,3
1948,실행,-1.5
1949,싫어하,-3
1950,싫이,-3
1951,싫증,-3
1952,심각,-3
3682,심드렁,-1.5
1953,심리적,-3
1954,심술,-3
1955,심술궂,-3
1956,심신,-1.5
1957,심심,-1.5
1958,심오,-3
1959,심장,-1.5
1960,심장병,-3
3649,심통,-1.5
1961,심하,-3
1962,심히,-3
3719,싱거운,-1.5
1963,싱겁,-1.5
1964,싱그럽,3
1965,싱글거리,3
1966,싱글대,3
1967,싱글벙글,3
1968,싱긋,1.5
1969,싱싱,3
3650,싸가지,-3
1970,싸근싸근,3
1971,싸글싸글,3
1972,싸늘,-1.5
1973,싸우,-3
1974,싸움,-1.5
1975,싹싹,3
3805,쌀,1.5
1977,쌀쌀,-1.5
1976,쌀쌀맞,-1.5
3716,쌉쌀,-1.5
3651,쌍년,-3
3652,쌍놈,-3
1978,쌓엿,-1.5
1979,쌓이,-3
1980,썩이,-3
1981,썰렁,-1.5
1982,쏘아붙이,-3
1983,쑤시,-1.5
1984,쑥스럽,-1.5
1985,쓰라리,-3
1986,쓰라림,-3
1987,쓰러뜨리,0
1988,쓰러지,-3
3829,쓰레기,-3
1989,쓰리,-3
3702,쓴맛,-1.5
3665,쓴웃음,-1.5
1990,쓸데없,-3
1991,쓸데없이,-3
1992,쓸모,1.5
1993,쓸모없,-1.5
1994,쓸쓸,-3
1995,쓸쓸히,-3
1996,씀벅,-1.5
1997,씁쓰레,-1.5
1998,씁쓰름,-1.5
3666,씁쓸,-1.5
1999,씁씁하,-1.5
2000,씩씩,1.5
3653,씹새끼,-3
2001,씹히,-1.5
2002,아기자기,1.5
2004,아까워하,-1.5
2003,아깝,-1.5
2005,아끼,1.5
2006,아낌없이,1.5
2007,아내,1.5
2008,아늑,1.5
2010,아니,-3
2009,아니꼽,-3
2011,아니하,-3
2012,아담,1.5
2013,아둔,-3
2014,아득,-1.5
2015,아랫배,-1.5
2016,아량,1.5
2017,아르,-1.5
2019,아름다움,3
2018,아름답,3
2020,아리,-3
2021,아리땁,3
3692,아리송,-1.5
2025,아무,0
2023,아무것,0
2024,아무렇,0
2022,아물,-3
2026,아물아물,-1.5
2028,아삭,1.5
2027,아삭아삭,1.5
3725,아세톤,-3
3703,아쉬,-3
2029,아쉬움,-1.5
2030,아쉬워하,-1.5
2031,아쉽,-1.5
2032,아슬아슬,-1.5
2033,아웃,-1.5
3747,아이스팩,1.5
2034,아주,1.5
2035,아찔,-1.5
2036,아첨,-1.5
2038,아파하,-3
2037,아프,-3
2039,아픔,-3
2040,악당,-1.5
2041,악독,-3
2042,악마,-3
2043,악명,-1.5
2044,악몽,-3
2045,악성,-3
2046,악순환,-3
2047,악업,-3
2048,악연,-3
2049,악의,-3
2050,악인연,-3
2051,악지,-1.5
2052,악취,-1.5
2053,악하,-3
2054,악한,-3
2055,악화,-3
3757,안 비싸,1.5
3802,안 비싸면,-1.5
2056,안구,1.5
2057,안달,-1.5
2058,안달복달,-1.5
2059,안도,1.5
2060,안도감,1.5
2061,안되,-1.5
2062,안락,1.5
2063,안목,1.5
2064,안색,-1.5
2065,안심,1.5
2066,안심감,1.5
2067,안쓰러워하,-1.5
2068,안쓰럽,-1.5
2069,안장,-1.5
2070,안전,3
2071,안절부절,-1.5
2072,안절부절못하,-1.5
2073,안정,1.5
2074,안정감,1.5
2075,안존,1.5
2076,안처하,1.5
2078,안타까워하,-3
2077,안타깝,-3
2079,알리,-1.5
2080,알맞,1.5
3694,알쏭달쏭,-1.5
3693,알쏭하,-1.5
2081,알아듣,-1.5
2082,알아차리,-1.5
2083,알알,-1.5
2084,알짝지근,-1.5
2085,알차,3
2086,암담,-1.5
2087,암상,-3
2088,압도,1.5
2089,압력,-1.5
2091,압박,-1.5
2090,압박감,-1.5
2092,압억되,-3
2093,앙갚음,-3
2094,앙칼지,-1.5
2095,앙큼,-1.5
2096,앞뒤,0
2097,앞서,1.5
2098,앞잡이,-1.5
2099,앞지르,1.5
2100,애교,1.5
2101,애달,-3
2102,애달프,-3
2103,애도,-3
2104,애석,-3
2105,애쓰,1.5
2106,애옥살림하,-1.5
2107,애절,-3
2108,애정,1.5
2109,애지석지하,3
2110,애지중지,3
2111,애착,1.5
2113,애처,-3
2112,애처가,0
2114,애처롭,-3
2115,애타,-1.5
2116,애타심,1.5
2117,애통,-3
2118,애틋,1.5
2119,야금야금,-1.5
2120,야단,-1.5
2121,야들야들,1.5
2122,야무지,3
2123,야물,1.5
2124,야박,-3
2125,야비,-3
2126,야살,-3
2127,야속,-3
2128,야위,-1.5
2129,야유,-3
2130,야풍,-3
2131,약간,0
2132,약삭빠르,1.5
2133,약속,1.5
2134,약이,-3
2135,약점,-3
2136,약탈,-3
2137,약하,-1.5
2138,약해,-1.5
2139,얄밉,-3
2140,얌전,1.5
2141,얌치,-1.5
2142,양기,0
2143,양득,1.5
2144,양보,1.5
2145,양심,0
2146,얕보,-1.5
2147,얕잡,-3
2148,어그러뜨리,-1.5
2149,어그러지,-1.5
2150,어긋나,-1.5
2151,어기,-1.5
2153,어두침침,-1.5
2154,어둑,-1.5
2152,어둡,-1.5
2155,어떤,-1.5
2157,어려움,-3
2158,어려워하,-3
2159,어렴풋,-1.5
2156,어렵,-3
2160,어른,1.5
2161,어름,-1.5
2163,어리,-1.5
2162,어리둥절,-1.5
2164,어리벙벙,-1.5
2165,어리벙벙하,-1.5
2166,어리빙빙,-1.5
2167,어리삥삥,-1.5
2168,어리석,-3
2169,어리숙하,-3
2170,어린아이,3
2171,어물어물,-1.5
2172,어색,-1.5
2173,어설프,-1.5
2174,어설피,-1.5
2176,어수,-1.5
2175,어수룩,-1.5
2177,어여,3
2178,어여쁘,3
,어울 ,3
2179,어울리,3
2180,어이,-1.5
2181,어정쩡,-1.5
2182,어줍,-3
2183,어줍잖,-3
2184,어중간,-1.5
2185,어지간,1.5
2186,어지간히,-3
2188,어지럼증,-1.5
2187,어지럽,-1.5
2189,어지르,-1.5
2190,어진,3
2191,어질,3
2192,어쭙잖,-3
2193,어찌하,-1.5
2194,어찔어찔,-1.5
2195,어처구니없,-1.5
2196,어처구니없이,-1.5
2197,어필,1.5
2198,억누르,-3
2199,억눌리,-3
2200,억세,-1.5
2201,억압,-3
2202,억울,-3
2203,억제,-1.5
2204,억지,-1.5
2205,억지감,-1.5
2206,억지로,-1.5
2207,억척,0
2208,언짢,-3
2209,언짢아하,-3
2210,언행,1.5
2211,얻어맞,-1.5
2213,얼굴,3
2212,얼굴빛,-1.5
2214,얼기설기,-1.5
2215,얼떨떨,-1.5
2216,얼렁뚱땅,-1.5
2217,얼룩덜룩,-1.5
2218,얼버무리,-1.5
2219,얼빠지,-1.5
2220,얼얼,-1.5
2221,얽매이,-1.5
2222,얽히,-1.5
2223,엄격,-1.5
2224,엄살,-1.5
3826,엄청,3
2225,엄친,3
2226,엄하,1.5
2227,업귀,-3
2228,업신여기,-3
2229,업적,1.5
2230,없애,-3
2231,없이,-1.5
2232,엉너리,-1.5
2233,엉뚱,-1.5
2234,엉성,-1.5
2235,엉큼,-1.5
2236,엉터리,-3
2237,엎어지,-1.5
3750,에어,1.5
3751,에어캡,1.5
3752,에어포켓,1.5
2238,엘리트,1.5
2239,여기,-3
2240,여리,-1.5
2241,여물,-1.5
2242,여병,-3
2243,여옥,3
2244,여위,-1.5
2245,여유,1.5
2246,여자,0
3839,여자친구,1.5
2247,역겹,-3
2248,역경,-1.5
2249,역사적,0
2250,역전,-1.5
2251,역정,-3
2252,역증,-3
2253,역투,1.5
2254,연민,-1.5
2255,연애,1.5
2256,연약,-1.5
2257,연줄,-1.5
2258,연하,1.5
2259,열광,3
2260,열렬,3
2261,열렬히,3
2262,열매,1.5
2263,열받,-3
2264,열병,-3
2266,열성,1.5
2265,열성병,-1.5
2267,열심히,1.5
2268,열없,-1.5
2269,열이,-1.5
2270,열정,1.5
2271,열중,1.5
2272,열증,-1.5
2273,염려,-3
2274,염증,-3
2275,염치,-1.5
2276,염탐,-1.5
2277,엿보,-1.5
2278,영감,1.5
2279,영광,3
2280,영롱,3
2281,영리,3
2282,영악,-1.5
2283,영양,1.5
2284,영양가,1.5
2285,영양분,1.5
2286,영양실조,-1.5
2287,영영,-1.5
2288,영예,1.5
2289,영웅,3
2290,영정,-3
2291,영특,3
2292,옆구리,-1.5
2293,예리,-1.5
2294,예민,-1.5
2295,예방,1.5
2296,예쁘,3
2297,예사,0
2298,예술적,1.5
2299,예의,1.5
2300,예절,-1.5
2301,오그라들,-1.5
2302,오답,-1.5
2303,오도,-3
2304,오래,0
2305,오래되,-1.5
2306,오랜,0
2307,오르,-1.5
2308,오붓,3
2309,오순도순,3
2310,오스스,-1.5
2311,오슬오슬,-1.5
2312,오싹,-1.5
2313,오싹거리,-1.5
2314,오싹오싹,-1.5
2315,오염,-1.5
2316,오용,-3
2317,오점,0
2318,오한,-1.5
2319,오해,-1.5
2320,옥신각신,-1.5
2321,온갖,-1.5
2322,온당,-3
2323,온도,1.5
2324,온몸,0
2325,온순,1.5
2326,온전,1.5
2327,온통,-1.5
2328,온화,3
2329,올곧,-1.5
2330,올바로,3
2331,올바르,3
2332,옳지,-3
2333,옹골차,1.5
2334,옹졸,-3
2335,와해,-3
2336,완벽,3
2337,완성,1.5
2338,완성품,1.5
2339,완전,3
2340,완전히,3
3668,왕따,-3
2341,왕성,1.5
2343,외로,-1.5
2344,외로이,-1.5
2342,외롭,-1.5
2345,외설,-1.5
3667,외톨이,-3
2346,요긴,1.5
2347,요란,-1.5
2348,요량,-1.5
2349,요령,1.5
2350,요리조리,-1.5
2351,요망,-3
2352,요사,-3
2353,요염,1.5
2354,욕구,1.5
2355,욕망,-3
2356,욕설,-3
2357,욕심,-1.5
2358,욕심껏,-1.5
2359,욕지기,-1.5
2360,욕하,-3
2361,용감,1.5
2362,용감히,3
2363,용기,1.5
2364,용납,-3
2365,용도,-1.5
2366,용렬,3
2367,용서,1.5
2368,용이,1.5
2369,용하,1.5
2370,우격다짐,-3
2371,우그러지,-1.5
2372,우기,-1.5
2373,우대,1.5
3654,우라지,-3
2374,우락,-1.5
2375,우렁우렁,1.5
2376,우렁차,1.5
2377,우려,-3
2378,우물거리,-1.5
2379,우물우물,-1.5
2380,우물쭈물,-1.5
2381,우수,3
2382,우스꽝스럽,-1.5
2383,우습,-1.5
2384,우아,3
2385,우악,-3
2386,우울,-3
2387,우울증,-3
2389,우월,3
2388,우월성,3
2390,우유부단,-1.5
2392,우중충,-3
2391,우중충하,-3
2393,우직,-1.5
2394,우쭐,1.5
2395,우쭐거리,1.5
2396,우쭐대,1.5
2397,우치,-1.5
2398,우호적,1.5
2399,운동,0
2400,운명,-3
2401,운치,-1.5
2402,울걱,-3
2403,울걱울걱,-3
2404,울꺽,-3
2405,울렁거리,-1.5
2406,울렁대,-1.5
2407,울리,0
2408,울보,-1.5
2409,울부짖,-3
2410,울분,-3
2411,울상,-3
2412,울음,-3
2413,울음소리,-3
2414,울컥,-3
2415,울화,-3
2416,움직이,-1.5
2417,움질대,-1.5
3632,움찔,-1.5
2418,움츠러들,-1.5
2419,움츠리,-1.5
2420,웃기,1.5
2421,웃어른,1.5
2422,웃음거리,-1.5
2423,웃음바다,1.5
2424,웅장,1.5
2425,원고,1.5
2426,원기,1.5
2427,원대,-1.5
2428,원동력,1.5
2429,원만,1.5
2430,원망,1.5
2431,원인,-1.5
2432,원통,1.5
2433,원하,-1.5
2434,원한,-3
2435,원활,3
2436,월등히,3
2437,웬만,1.5
3655,웬수,-3
2438,위급,-1.5
2439,위기,-1.5
2440,위대,3
2441,위반,-1.5
2442,위배,-1.5
2443,위법,-1.5
2444,위엄,3
2445,위장염,-3
2446,위조,-1.5
2447,위축,-1.5
2448,위축감,-1.5
2449,위태,-1.5
2450,위트,3
2451,위하,1.5
2452,위험,-3
2453,위협,-3
2454,위협적,-3
2455,윗사람,-1.5
2456,유감,-1.5
2457,유능,3
2458,유달리,1.5
2459,유들유들,-1.5
2460,유리,1.5
2461,유명,1.5
3810,유산균,1.5
2462,유용,3
2463,유익,3
2464,유죄,-3
2465,유지,0
2466,유창,3
2467,유치,-1.5
2469,유쾌,3
2468,유쾌감,3
3813,유통,0
3833,유통기한도 길어,1.5
3832,유통기한이 길어,1.5
2470,육중,-1.5
2471,윤기,1.5
2472,윤리적,1.5
2473,윤택,1.5
2475,융통,1.5
2474,융통성,1.5
2492,으르,-3
2476,으름장,-1.5
2477,으스스,-1.5
2478,으시시,-1.5
2479,으쓱,3
2480,으쓱거리,3
2481,으쓱으쓱,3
2482,으쓱이,3
3669,으앙,-1.5
2483,윽박,-3
2484,윽박지르,-3
2485,윽박질,-3
2486,윽박질하,-3
2487,윽윽,0
2488,은근히,1.5
3831,은은,1.5
2489,은총,3
2490,은혜,3
2491,을러대,-3
2493,음기,-3
2494,음란,-1.5
